"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"CORVF","Corvus Gold, In...","86","--","-0.02","-0.01","+0.01","+50.00%","--",""
"TSM","Taiwan Semicond...","212,056","bmo","0.58","0.61","+0.03","+5.17%","-2.92%",""
"DAL","Delta Air Lines...","38,230","bmo","0.82","0.82","0.00","0.00%","-1.07%",""
"SJR","Shaw Communicat...","10,356","bmo","0.23","0.13","-0.10","-43.48%","-1.45%",""
