"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"BXS","Bancorpsouth, I...","2,872","amc","0.42","0.43","+0.01","+2.38%","1.11%",""
"AXP","American Expres...","81,052","amc","1.47","1.50","+0.03","+2.04%","-0.20%",""
"UAL","United Continen...","20,538","amc","2.18","2.22","+0.04","+1.83%","-12.08%",""
"ABT","Abbott Laborato...","95,664","bmo","0.65","0.66","+0.01","+1.54%","1.29%",""
"TCBI","Texas Capital B...","4,161","amc","1.11","1.12","+0.01","+0.90%","3.33%",""
"BKMU","Bank Mutual Cor...","466","--","0.10","0.10","0.00","0.00%","--",""
"BRKL","Brookline Banco...","1,215","amc","0.20","0.20","0.00","0.00%","-0.94%",""
"CCK","Crown Holdings,...","8,106","amc","1.41","1.41","0.00","0.00%","1.44%",""
"CVBF","Cvb Financial C...","2,562","amc","0.27","0.27","0.00","0.00%","2.55%",""
"EBAY","Ebay Inc.","40,126","amc","0.48","0.48","0.00","0.00%","-1.79%",""
"FBNK","First Connectic...","437","amc","0.35","0.35","0.00","0.00%","0.00%",""
"FMAO","Farmers & Merch...","378","--","0.35","0.35","0.00","0.00%","--",""
"LCNB","Lcnb Corporatio...","209","--","0.31","0.31","0.00","0.00%","--",""
"SLM","Slm Corporation...","4,859","amc","0.17","0.17","0.00","0.00%","-6.80%",""
"STLD","Steel Dynamics,...","8,676","amc","0.66","0.66","0.00","0.00%","3.68%",""
"UBSH","Union Bankshare...","1,544","bmo","0.49","0.49","0.00","0.00%","0.62%",""
"USB","U.s. Bancorp","90,129","bmo","0.88","0.88","0.00","0.00%","-1.13%",""
"CHCO","City Holding Co...","1,131","--","0.92","0.89","-0.03","-3.26%","--",""
"FCCO","First Community...","145","bmo","0.29","0.28","-0.01","-3.45%","0.23%",""
"VMI","Valmont Industr...","3,591","amc","1.62","1.56","-0.06","-3.70%","0.31%",""
"AA","Alcoa Corp","8,806","amc","0.75","0.72","-0.03","-4.00%","-2.53%",""
"WSBC","Wesbanco, Inc.","1,831","amc","0.64","0.60","-0.04","-6.25%","-1.38%",""
"MTB","M&t Bank Corpor...","24,938","bmo","2.40","2.24","-0.16","-6.67%","-2.14%",""
"BPFH","Boston Private...","1,371","amc","0.23","0.21","-0.02","-8.70%","-2.73%",""
"AKZOY","Akzo Nobel Nv","23,471","bmo","0.48","0.42","-0.06","-12.50%","-1.90%",""
"NBHC","National Bank H...","950","amc","0.30","0.26","-0.04","-13.33%","-3.48%",""
"HCCI","Heritage-crysta...","496","amc","0.18","0.15","-0.03","-16.67%","-6.00%",""
"KALU","Kaiser Aluminum...","1,750","amc","1.09","0.90","-0.19","-17.43%","-4.11%",""
"CTO","Consolidated-to...","323","amc","0.22","0.18","-0.04","-18.18%","3.33%",""
"BDN","Brandywine Real...","3,148","amc","0.35","0.11","-0.24","-68.57%","-2.68%",""
"CCI","Crown Castle In...","41,187","amc","1.17","0.34","-0.83","-70.94%","2.03%",""
"SLG","Sl Green Realty...","10,096","amc","1.57","0.40","-1.17","-74.52%","-2.84%",""
"BLX","Banco Latinoame...","1,134","--","0.56","--","--","--","--",""
"FFKT","Farmers Capital...","317","--","0.59","--","--","--","--",""
"GSBC","Great Southern...","794","--","0.82","--","--","--","--",""
"KMI","Kinder Morgan,...","41,717","amc","0.14","--","--","--","0.38%",""
"LLNW","Limelight Netwo...","476","amc","0.00","0.02","--","--","5.13%",""
"OLNCF","Omni-lite Indus...","13","--","0.04","--","--","--","--",""
