"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"FINL","The Finish Line...","400","bmo","0.11","0.12","+0.01","+9.09%","5.53%",""
"KMX","Carmax Inc","13,742","bmo","0.95","0.98","+0.03","+3.16%","7.77%",""
