"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"LMT","Lockheed Martin...","91,852","bmo","3.04","3.25","+0.21","+6.91%","-1.77%",""
"UBSH","Union Bankshare...","1,551","bmo","0.45","0.48","+0.03","+6.67%","5.18%",""
"CCBG","Capital City Ba...","419","--","0.19","0.20","+0.01","+5.26%","--",""
"HBCP","Home Bancorp, I...","311","--","0.57","0.60","+0.03","+5.26%","--",""
"AVX","Avx Corporation...","3,289","bmo","0.20","0.21","+0.01","+5.00%","3.17%",""
"TRMK","Trustmark Corpo...","2,278","amc","0.42","0.44","+0.02","+4.76%","1.48%",""
"WAT","Waters Corporat...","14,739","bmo","2.12","2.21","+0.09","+4.25%","-2.15%",""
"ORIT","Oritani Financi...","797","--","0.25","0.26","+0.01","+4.00%","--",""
"UBNK","United Financia...","949","amc","0.28","0.29","+0.01","+3.57%","6.45%",""
"CA","Ca Inc.","14,201","amc","0.61","0.63","+0.02","+3.28%","-4.98%",""
"ISRG","Intuitive Surgi...","39,545","amc","1.97","2.03","+0.06","+3.05%","5.10%",""
"PII","Polaris Industr...","6,472","bmo","1.15","1.18","+0.03","+2.61%","-1.30%",""
"FHB","First Hawaiian,...","4,209","bmo","0.39","0.40","+0.01","+2.56%","1.90%",""
"WRK","Westrock Compan...","14,806","bmo","0.46","0.47","+0.01","+2.17%","1.67%",""
"DNBF","Dnb Financial C...","140","--","0.47","0.48","+0.01","+2.13%","--",""
"KMB","Kimberly-clark...","41,767","bmo","1.42","1.45","+0.03","+2.11%","4.11%",""
"EXP","Eagle Materials...","5,285","bmo","1.15","1.17","+0.02","+1.74%","3.13%",""
"DFS","Discover Financ...","24,333","amc","1.38","1.40","+0.02","+1.45%","-0.96%",""
"TSS","Total System Se...","12,469","amc","0.70","0.71","+0.01","+1.43%","-2.78%",""
"JNJ","Johnson & Johns...","365,346","bmo","1.56","1.58","+0.02","+1.28%","-1.89%",""
"SYK","Stryker Corpora...","55,096","amc","1.76","1.78","+0.02","+1.14%","-0.32%",""
"CNI","Canadian Nation...","60,253","amc","0.92","0.93","+0.01","+1.09%","-1.60%",""
"MMM","3m Company","130,525","bmo","1.87","1.88","+0.01","+0.53%","-1.42%",""
"ABTX","Allegiance Banc...","504","bmo","0.44","0.44","0.00","0.00%","2.54%",""
"BPOP","Popular, Inc.","3,368","bmo","0.86","0.86","0.00","0.00%","2.17%",""
"FSB","Franklin Financ...","454","amc","0.58","0.58","0.00","0.00%","-2.78%",""
"STL","Sterling Bancor...","3,337","amc","0.30","0.30","0.00","0.00%","1.67%",""
"WSBC","Wesbanco, Inc.","1,849","amc","0.59","0.59","0.00","0.00%","2.72%",""
"HA","Hawaiian Holdin...","2,086","amc","1.30","1.28","-0.02","-1.54%","-5.73%",""
"NAVI","Navient Corpora...","3,215","amc","0.44","0.43","-0.01","-2.27%","-3.02%",""
"STLD","Steel Dynamics,...","8,676","amc","0.44","0.43","-0.01","-2.27%","-6.59%",""
"CWBK","Commercewest Ba...","86","--","0.33","0.32","-0.01","-3.03%","--",""
"FMBI","First Midwest B...","2,414","amc","0.33","0.32","-0.01","-3.03%","-0.69%",""
"VZ","Verizon Communi...","196,179","bmo","0.89","0.86","-0.03","-3.37%","-4.37%",""
"LTXB","Legacytexas Fin...","1,878","amc","0.57","0.54","-0.03","-5.26%","-1.14%",""
"HOPE","Hope Bancorp, I...","2,417","amc","0.33","0.31","-0.02","-6.06%","2.48%",""
"COF","Capital One Fin...","42,009","amc","1.60","1.45","-0.15","-9.38%","-0.39%",""
"FBC","Flagstar Bancor...","2,041","bmo","0.55","0.49","-0.06","-10.91%","2.83%",""
"AA","Alcoa Corp","8,893","amc","0.22","0.14","-0.08","-36.36%","-2.59%",""
