"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"MLHR","Herman Miller,...","2,101","amc","0.58","0.57","-0.01","-1.72%","-3.29%",""
"IDEXY","Industria De Di...","115,565","--","0.14","0.13","-0.01","-7.14%","--",""
"GIS","General Mills,...","29,383","bmo","0.77","0.71","-0.06","-7.79%","-5.80%",""
