"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"HBAN","Huntington Banc...","15,173","bmo","0.22","0.24","+0.02","+9.09%","5.81%",""
"PUB","People's Utah B...","592","amc","0.33","0.36","+0.03","+9.09%","-2.27%",""
"BXS","Bancorpsouth, I...","2,918","amc","0.37","0.40","+0.03","+8.11%","-1.29%",""
"FBNK","First Connectic...","450","amc","0.25","0.27","+0.02","+8.00%","2.73%",""
"SEIC","Sei Investments...","10,075","amc","0.51","0.55","+0.04","+7.84%","-3.56%",""
"CVLT","Commvault Syste...","2,822","bmo","0.26","0.28","+0.02","+7.69%","-9.73%",""
"MDP","Meredith Corpor...","2,435","bmo","1.21","1.30","+0.09","+7.44%","9.05%",""
"CTXS","Citrix Systems,...","12,365","amc","1.50","1.61","+0.11","+7.33%","-6.50%",""
"BKU","Bankunited, Inc...","3,657","bmo","0.55","0.59","+0.04","+7.27%","3.12%",""
"EWBC","East West Banco...","8,471","amc","0.71","0.76","+0.05","+7.04%","4.77%",""
"UMPQ","Umpqua Holdings...","4,371","amc","0.29","0.31","+0.02","+6.90%","1.03%",""
"HES","Hess Corporatio...","14,634","bmo","-1.08","-1.01","+0.07","+6.48%","-1.84%",""
"GBNK","Guaranty Bancor...","807","--","0.32","0.34","+0.02","+6.25%","--",""
"XLNX","Xilinx, Inc.","18,063","amc","0.49","0.52","+0.03","+6.12%","-3.68%",""
"RJF","Raymond James F...","12,348","--","1.01","1.07","+0.06","+5.94%","--",""
"BA","Boeing Company...","153,534","bmo","2.34","2.47","+0.13","+5.56%","4.24%",""
"VLY","Valley National...","3,150","bmo","0.18","0.19","+0.01","+5.56%","4.03%",""
"TCBI","Texas Capital B...","4,226","amc","0.91","0.96","+0.05","+5.49%","6.83%",""
"CPF","Cpb Inc.","990","bmo","0.37","0.39","+0.02","+5.41%","1.22%",""
"MKTX","Marketaxess Hol...","7,222","bmo","0.84","0.88","+0.04","+4.76%","11.13%",""
"NOW","Servicenow, Inc...","20,623","amc","0.23","0.24","+0.01","+4.35%","3.61%",""
"APH","Amphenol Corpor...","26,555","bmo","0.72","0.75","+0.03","+4.17%","-2.52%",""
"EFII","Electronics For...","1,944","amc","0.74","0.77","+0.03","+4.05%","-2.89%",""
"GWW","W.w. Grainger,...","10,520","bmo","2.36","2.45","+0.09","+3.81%","1.61%",""
"IBTX","Independent Ban...","1,694","amc","0.80","0.83","+0.03","+3.75%","1.02%",""
"CFR","Cullen/frost Ba...","6,238","bmo","1.24","1.28","+0.04","+3.23%","2.33%",""
"HXL","Hexcel Corporat...","5,332","amc","0.62","0.64","+0.02","+3.23%","-0.18%",""
"NSC","Norfolk Souther...","37,406","bmo","1.38","1.42","+0.04","+2.90%","3.35%",""
"NVS","Novartis Ag","204,316","bmo","1.09","1.12","+0.03","+2.75%","3.04%",""
"MCK","Mckesson Corpor...","30,826","amc","2.95","3.03","+0.08","+2.71%","-8.31%",""
"ETH","Ethan Allen Int...","817","amc","0.38","0.39","+0.01","+2.63%","-12.46%",""
"FFIV","F5 Networks, In...","7,358","amc","1.93","1.98","+0.05","+2.59%","-8.25%",""
"UCBI","United Communit...","2,095","bmo","0.39","0.40","+0.01","+2.56%","1.86%",""
"LRCX","Lam Research Co...","31,250","amc","2.19","2.24","+0.05","+2.28%","-2.22%",""
"MSFG","Mainsource Fina...","938","--","0.49","0.50","+0.01","+2.04%","--",""
"LKFN","Lakeland Financ...","1,224","bmo","0.52","0.53","+0.01","+1.92%","2.03%",""
"ABT","Abbott Laborato...","94,917","bmo","0.64","0.65","+0.01","+1.56%","0.00%",""
"ITW","Illinois Tool W...","52,796","bmo","1.37","1.39","+0.02","+1.46%","1.19%",""
"PB","Prosperity Banc...","4,468","bmo","0.98","0.99","+0.01","+1.02%","2.91%",""
"BRKL","Brookline Banco...","1,230","amc","0.19","0.19","0.00","0.00%","1.85%",""
"CLB","Core Laboratori...","4,149","amc","0.41","0.41","0.00","0.00%","-4.16%",""
"EBAY","Ebay Inc.","40,426","amc","0.54","0.54","0.00","0.00%","5.00%",""
"FBMS","The First Bancs...","281","--","0.30","0.30","0.00","0.00%","--",""
"FCB","Fcb Financial H...","2,032","amc","0.62","0.62","0.00","0.00%","2.88%",""
"FMNB","Farmers Nationa...","428","--","0.20","0.20","0.00","0.00%","--",""
"MKC","Mccormick & Com...","12,986","bmo","1.27","1.27","0.00","0.00%","1.85%",""
"QCOM","Qualcomm Incorp...","77,388","amc","1.19","1.19","0.00","0.00%","-5.01%",""
"QTM","Quantum Corpora...","202","amc","0.16","0.16","0.00","0.00%","-3.14%",""
"ROL","Rollins, Inc.","10,392","bmo","0.17","0.17","0.00","0.00%","3.10%",""
"T","At&t Inc.","222,084","amc","0.66","0.66","0.00","0.00%","0.92%",""
"UFI","Unifi, Inc.","673","bmo","0.34","0.34","0.00","0.00%","-3.10%",""
"UTX","United Technolo...","95,062","bmo","1.56","1.56","0.00","0.00%","-0.58%",""
"WIT","Wipro Limited","26,545","amc","0.07","0.07","0.00","0.00%","-1.25%",""
"CHFC","Chemical Financ...","3,786","amc","0.71","0.70","-0.01","-1.41%","-0.97%",""
"CATY","Cathay General...","3,286","amc","0.61","0.60","-0.01","-1.64%","1.04%",""
"CVTI","Covenant Transp...","485","amc","0.34","0.33","-0.01","-2.94%","1.49%",""
"BANR","Banner Corporat...","2,034","amc","0.74","0.71","-0.03","-4.05%","-0.59%",""
"LVS","Las Vegas Sands...","49,695","amc","0.65","0.62","-0.03","-4.62%","-7.48%",""
"UVSP","Univest Corpora...","848","amc","0.38","0.36","-0.02","-5.26%","-1.34%",""
"CMPR","Cimpress N.v","3,266","amc","1.13","1.07","-0.06","-5.31%","-11.82%",""
"EAT","Brinker Interna...","1,504","bmo","0.75","0.71","-0.04","-5.33%","-6.19%",""
"VRTS","Virtus Investme...","885","bmo","1.86","1.75","-0.11","-5.91%","0.52%",""
"NYCB","New York Commun...","6,260","bmo","0.25","0.23","-0.02","-8.00%","-6.69%",""
"TXT","Textron Inc.","14,120","bmo","0.87","0.80","-0.07","-8.05%","-5.37%",""
"DWCH","Datawatch Corpo...","143","bmo","-0.10","-0.11","-0.01","-10.00%","-0.88%",""
"NAP","Navios Maritime...","89","bmo","0.32","0.28","-0.04","-12.50%","-1.73%",""
"HBNC","Horizon Bancorp...","678","--","0.30","0.25","-0.05","-16.67%","--",""
"BOKF","Bok Financial C...","5,891","bmo","0.93","0.76","-0.17","-18.28%","-0.41%",""
"VIVO","Meridian Biosci...","629","--","0.19","0.15","-0.04","-21.05%","--",""
"FCX","Freeport-mcmora...","22,100","bmo","0.32","0.25","-0.07","-21.88%","-3.06%",""
"MAT","Mattel, Inc.","5,398","--","0.71","0.52","-0.19","-26.76%","--",""
"VAR","Varian Medical...","9,440","amc","1.05","0.75","-0.30","-28.57%","-6.44%",""
"CMO","Capstead Mortga...","931","amc","0.20","0.14","-0.06","-30.00%","-0.09%",""
"MPX","Marine Products...","513","bmo","0.16","0.10","-0.06","-37.50%","-9.86%",""
"SC","Santander Consu...","5,573","bmo","0.34","0.17","-0.17","-50.00%","-7.17%",""
"DRE","Duke Realty Cor...","10,295","amc","0.30","0.13","-0.17","-56.67%","-3.33%",""
"CCI","Crown Castle In...","41,378","amc","1.06","0.35","-0.71","-66.98%","0.95%",""
"SLG","Sl Green Realty...","10,181","amc","1.44","0.44","-1.00","-69.44%","1.19%",""
"USAP","Universal Stain...","159","bmo","-0.10","-0.22","-0.12","-120.00%","10.10%",""
"SMED","Sharps Complian...","71","bmo","0.02","-0.01","-0.03","-150.00%","0.45%",""
