"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"NWN","Northwest Natur...","1,880","bmo","0.06","0.10","+0.04","+66.67%","0.94%",""
"KEM","Kemet Corporati...","1,281","bmo","0.20","0.33","+0.13","+65.00%","-2.17%",""
"TUSK","Mammooth Energy...","675","amc","-0.08","-0.03","+0.05","+62.50%","-4.54%",""
"VRTV","Veritiv Corpora...","508","bmo","0.56","0.88","+0.32","+57.14%","-18.42%",""
"SEDG","Solaredge Techn...","1,292","amc","0.36","0.55","+0.19","+52.78%","20.79%",""
"BLDP","Ballard Power S...","876","amc","-0.02","-0.01","+0.01","+50.00%","4.20%",""
"IPI","Intrepid Potash...","505","bmo","-0.06","-0.03","+0.03","+50.00%","17.49%",""
"MCHX","Marchex, Inc.","137","amc","-0.02","-0.01","+0.01","+50.00%","-0.34%",""
"QTWO","Q2 Holdings, In...","1,722","amc","-0.06","-0.03","+0.03","+50.00%","1.89%",""
"KLIC","Kulicke And Sof...","1,575","bmo","0.42","0.62","+0.20","+47.62%","-12.02%",""
"ELGX","Endologix, Inc....","417","amc","-0.19","-0.10","+0.09","+47.37%","-10.49%",""
"FIT","Fitbit, Inc.","1,261","amc","-0.15","-0.08","+0.07","+46.67%","15.19%",""
"MTOR","Meritor, Inc.","2,298","bmo","0.44","0.64","+0.20","+45.45%","6.18%",""
"BTX","Biotime, Inc.","316","amc","-0.09","-0.05","+0.04","+44.44%","9.73%",""
"HFC","Hollyfrontier C...","6,439","bmo","0.46","0.66","+0.20","+43.48%","3.95%",""
"ALIM","Alimera Science...","90","amc","-0.07","-0.04","+0.03","+42.86%","5.63%",""
"FORM","Formfactor, Inc...","1,291","amc","0.28","0.40","+0.12","+42.86%","11.67%",""
"HIIQ","Health Insuranc...","361","amc","0.33","0.46","+0.13","+39.39%","9.63%",""
"CINF","Cincinnati Fina...","12,451","amc","0.46","0.64","+0.18","+39.13%","4.30%",""
"MUSA","Murphy Usa Inc....","2,649","amc","1.09","1.51","+0.42","+38.53%","-3.61%",""
"OSK","Oshkosh Corpora...","6,503","bmo","1.33","1.84","+0.51","+38.35%","5.36%",""
"AWR","American States...","1,989","amc","0.45","0.62","+0.17","+37.78%","2.09%",""
"HYH","Halyard Health,...","2,034","bmo","0.38","0.51","+0.13","+34.21%","4.49%",""
"CLLS","Cellectis S.a.","995","--","-0.59","-0.39","+0.20","+33.90%","--",""
"EVC","Entravision Com...","484","amc","0.03","0.04","+0.01","+33.33%","-2.33%",""
"RNG","Ringcentral, In...","3,253","amc","0.03","0.04","+0.01","+33.33%","-1.00%",""
"SUPN","Supernus Pharma...","2,081","amc","0.24","0.32","+0.08","+33.33%","2.71%",""
"TSLA","Tesla Inc.","59,370","amc","-1.94","-1.33","+0.61","+31.44%","6.51%",""
"SRI","Stoneridge, Inc...","623","bmo","0.32","0.42","+0.10","+31.25%","-1.05%",""
"SPR","Spirit Aerosyst...","9,356","bmo","1.20","1.57","+0.37","+30.83%","17.55%",""
"CSLT","Castlight Healt...","573","amc","-0.10","-0.07","+0.03","+30.00%","4.60%",""
"QLYS","Qualys, Inc.","1,923","amc","0.20","0.26","+0.06","+30.00%","13.59%",""
"TS","Tenaris S.a.","15,902","amc","0.10","0.13","+0.03","+30.00%","-6.55%",""
"WGL","Wgl Holdings In...","4,380","--","0.20","0.26","+0.06","+30.00%","--",""
"OSUR","Orasure Technol...","1,123","amc","0.07","0.09","+0.02","+28.57%","16.68%",""
"AAWW","Atlas Air World...","1,565","bmo","0.85","1.09","+0.24","+28.24%","11.71%",""
"PRTK","Paratek Pharmac...","673","bmo","-0.89","-0.64","+0.25","+28.09%","4.94%",""
"AIG","American Intern...","57,484","amc","1.20","1.53","+0.33","+27.50%","0.24%",""
"GEL","Genesis Energy,...","2,980","--","0.22","0.28","+0.06","+27.27%","--",""
"RMP","Rice Midstream...","1,565","amc","0.33","0.42","+0.09","+27.27%","-0.43%",""
"SCMP","Sucampo Pharmac...","482","bmo","0.22","0.28","+0.06","+27.27%","-1.87%",""
"MUR","Murphy Oil Corp...","4,475","amc","-0.15","-0.11","+0.04","+26.67%","0.16%",""
"ALE","Allete, Inc.","4,014","bmo","0.57","0.72","+0.15","+26.32%","-0.35%",""
"MGRC","Mcgrath Rentcor...","1,079","amc","0.38","0.48","+0.10","+26.32%","9.86%",""
"NVMI","Nova Measuring...","839","bmo","0.42","0.53","+0.11","+26.19%","-3.28%",""
"STMP","Stamps.com Inc....","3,717","amc","1.65","2.08","+0.43","+26.06%","35.89%",""
"JLL","Jones Lang Lasa...","5,918","bmo","1.45","1.82","+0.37","+25.52%","1.55%",""
"SODA","Sodastream Inte...","1,373","bmo","0.51","0.64","+0.13","+25.49%","-4.72%",""
"ADRO","Aduro Biotech,...","720","--","-0.36","-0.27","+0.09","+25.00%","--",""
"APTI","Apptio Inc.","730","amc","-0.12","-0.09","+0.03","+25.00%","-2.30%",""
"AXGN","Axogen, Inc.","651","amc","-0.08","-0.06","+0.02","+25.00%","-1.65%",""
"OXY","Occidental Petr...","49,422","amc","0.12","0.15","+0.03","+25.00%","0.29%",""
"BRKS","Brooks Automati...","2,260","amc","0.29","0.36","+0.07","+24.14%","-3.81%",""
"CENT","Central Garden...","1,953","amc","0.50","0.62","+0.12","+24.00%","14.29%",""
"TSLX","Tpg Specialty L...","1,239","amc","0.46","0.57","+0.11","+23.91%","1.68%",""
"CRUS","Cirrus Logic, I...","3,498","amc","0.66","0.81","+0.15","+22.73%","-6.90%",""
"WMGI","Wright Medical...","2,799","amc","-0.09","-0.07","+0.02","+22.22%","6.23%",""
"RDC","Rowan Companies...","1,703","bmo","-0.32","-0.25","+0.07","+21.88%","-1.05%",""
"PLUS","Eplus Inc.","1,355","amc","0.79","0.96","+0.17","+21.52%","7.77%",""
"TMHC","Taylor Morrison...","2,694","bmo","0.38","0.46","+0.08","+21.05%","-0.60%",""
"CXO","Concho Resource...","19,841","amc","0.43","0.52","+0.09","+20.93%","-8.71%",""
"DNB","Dun & Bradstree...","4,435","amc","1.16","1.40","+0.24","+20.69%","2.94%",""
"AEL","American Equity...","2,656","amc","0.59","0.71","+0.12","+20.34%","1.98%",""
"LADR","Ladder Capital...","1,525","amc","0.35","0.42","+0.07","+20.00%","2.95%",""
"NSIT","Insight Enterpr...","1,604","amc","0.95","1.14","+0.19","+20.00%","14.11%",""
"RAIL","Freightcar Amer...","232","amc","-0.05","-0.04","+0.01","+20.00%","5.36%",""
"RACE","Ferrari N.v.","21,872","bmo","0.66","0.79","+0.13","+19.70%","1.98%",""
"G","Genpact Limited...","5,698","amc","0.36","0.43","+0.07","+19.44%","3.88%",""
"CWST","Casella Waste S...","754","amc","0.21","0.25","+0.04","+19.05%","-5.83%",""
"FLKS","Flex Pharma, In...","61","bmo","-0.63","-0.51","+0.12","+19.05%","-9.71%",""
"EE","El Paso Electri...","2,320","bmo","0.75","0.89","+0.14","+18.67%","0.67%",""
"OCLR","Oclaro, Inc.","1,417","amc","0.17","0.20","+0.03","+17.65%","3.94%",""
"IMDZ","Immune Design C...","210","amc","-0.65","-0.54","+0.11","+16.92%","-5.00%",""
"MASI","Masimo Corporat...","4,441","amc","0.71","0.83","+0.12","+16.90%","-9.80%",""
"AMRN","Amarin Corporat...","891","bmo","-0.06","-0.05","+0.01","+16.67%","2.24%",""
"LHCG","Lhc Group","1,211","amc","0.54","0.63","+0.09","+16.67%","4.00%",""
"OAS","Oasis Petroleum...","2,080","amc","-0.06","-0.05","+0.01","+16.67%","-1.77%",""
"OMED","Oncomed Pharmac...","143","amc","-0.48","-0.40","+0.08","+16.67%","21.10%",""
"SPAR","Spartan Motors,...","562","bmo","0.06","0.07","+0.01","+16.67%","3.95%",""
"ENR","Energizer Holdi...","2,859","bmo","0.37","0.43","+0.06","+16.22%","-8.53%",""
"NP","Neenah Paper, I...","1,451","amc","1.05","1.22","+0.17","+16.19%","-1.74%",""
"NWPX","Northwest Pipe...","198","amc","-0.26","-0.22","+0.04","+15.38%","6.38%",""
"HI","Hillenbrand Inc...","2,442","amc","0.46","0.53","+0.07","+15.22%","0.84%",""
"INOV","Inovalon Holdin...","2,523","amc","0.07","0.08","+0.01","+14.29%","5.93%",""
"HGV","Hilton Grand Va...","3,946","amc","0.45","0.51","+0.06","+13.33%","1.85%",""
"QSR","Restaurant Bran...","15,884","bmo","0.45","0.51","+0.06","+13.33%","0.74%",""
"HUM","Humana Inc.","34,746","bmo","3.08","3.49","+0.41","+13.31%","4.47%",""
"SR","Spire Inc.","3,690","bmo","0.39","0.44","+0.05","+12.82%","1.70%",""
"THG","The Hanover Ins...","4,125","amc","1.50","1.69","+0.19","+12.67%","1.57%",""
"WPX","Wpx Energy, Inc...","4,366","amc","-0.16","-0.14","+0.02","+12.50%","-8.77%",""
"APRI","Apricus Bioscie...","23","amc","-0.17","-0.15","+0.02","+11.76%","1.50%",""
"TWX","Time Warner Inc...","78,916","bmo","1.19","1.33","+0.14","+11.76%","0.10%",""
"ORBK","Orbotech Ltd.","2,090","bmo","0.60","0.67","+0.07","+11.67%","4.67%",""
"NGVT","Ingevity Corpor...","2,935","amc","0.70","0.78","+0.08","+11.43%","-0.66%",""
"CA","Ca Inc.","14,150","amc","0.55","0.61","+0.06","+10.91%","3.24%",""
"VTVT","Vtv Therapeutic...","233","--","-0.46","-0.41","+0.05","+10.87%","--",""
"LVLT","Level 3 Communi...","19,393","amc","0.38","0.42","+0.04","+10.53%","-3.26%",""
"KBR","Kbr, Inc.","2,586","bmo","0.49","0.54","+0.05","+10.20%","8.29%",""
"NUS","Nu Skin Enterpr...","3,367","amc","0.70","0.77","+0.07","+10.00%","-1.29%",""
"SYMC","Symantec Corpor...","19,671","amc","0.30","0.33","+0.03","+10.00%","-2.07%",""
"HCI","Hci Group, Inc....","385","amc","0.85","0.93","+0.08","+9.41%","-2.83%",""
"PPC","Pilgrim's Pride...","7,373","amc","0.85","0.93","+0.08","+9.41%","2.60%",""
"CYTK","Cytokinetics, I...","832","amc","-0.66","-0.60","+0.06","+9.09%","-10.00%",""
"EPE","Ep Energy Corpo...","712","amc","-0.11","-0.10","+0.01","+9.09%","4.04%",""
"ANSS","Ansys, Inc.","10,993","amc","0.91","0.99","+0.08","+8.79%","-3.21%",""
"GRMN","Garmin Ltd.","10,361","bmo","0.81","0.88","+0.07","+8.64%","4.46%",""
"ARRS","Arris Internati...","5,212","amc","0.58","0.63","+0.05","+8.62%","6.42%",""
"TRMB","Trimble Navigat...","10,392","amc","0.35","0.38","+0.03","+8.57%","0.69%",""
"CRTO","Criteo S.a.","2,807","bmo","0.36","0.39","+0.03","+8.33%","-2.61%",""
"MANT","Mantech Interna...","1,767","amc","0.37","0.40","+0.03","+8.11%","0.28%",""
"GRP.U","Granite Real Es...","1,926","amc","0.62","0.67","+0.05","+8.06%","-2.39%",""
"GNRC","Generac Holdlin...","3,138","bmo","0.64","0.69","+0.05","+7.81%","1.36%",""
"EEP","Enbridge Energy...","5,028","amc","0.13","0.14","+0.01","+7.69%","-2.88%",""
"PRTY","Party City Hold...","1,422","bmo","0.26","0.28","+0.02","+7.69%","1.79%",""
"QRVO","Qorvo, Inc.","9,198","amc","0.81","0.87","+0.06","+7.41%","0.04%",""
"LNC","Lincoln Nationa...","16,559","amc","1.73","1.85","+0.12","+6.94%","-0.18%",""
"ADSW","Advanced Dispos...","2,168","amc","0.15","0.16","+0.01","+6.67%","-1.40%",""
"GMED","Globus Medical,...","2,831","amc","0.30","0.32","+0.02","+6.67%","-4.25%",""
"BDC","Belden Inc","3,573","bmo","1.21","1.29","+0.08","+6.61%","3.20%",""
"IRTC","Irhythm Tech","1,171","amc","-0.31","-0.29","+0.02","+6.45%","9.05%",""
"RTEC","Rudolph Technol...","841","amc","0.31","0.33","+0.02","+6.45%","-7.87%",""
"SEP","Spectra Energy...","13,646","amc","0.79","0.84","+0.05","+6.33%","0.40%",""
"DOX","Amdocs Limited","9,608","amc","0.96","1.02","+0.06","+6.25%","-1.44%",""
"HASI","Hannon Armstron...","1,294","amc","0.32","0.34","+0.02","+6.25%","2.07%",""
"NNBR","Nn, Inc.","821","amc","0.48","0.51","+0.03","+6.25%","-2.78%",""
"ITRI","Itron, Inc.","3,063","amc","0.67","0.71","+0.04","+5.97%","-0.89%",""
"FBHS","Fortune Brands...","10,177","amc","0.87","0.92","+0.05","+5.75%","-1.83%",""
"IAC","Iac/interactive...","9,981","amc","0.70","0.74","+0.04","+5.71%","6.85%",""
"CAH","Cardinal Health...","20,514","bmo","1.24","1.31","+0.07","+5.65%","-8.20%",""
"CATM","Cardtronics Plc...","1,070","amc","0.72","0.76","+0.04","+5.56%","-13.88%",""
"EGOV","Nic Inc.","1,140","amc","0.18","0.19","+0.01","+5.56%","0.93%",""
"FIS","Fidelity Nation...","31,373","bmo","0.97","1.02","+0.05","+5.15%","-0.69%",""
"AME","Amtek, Inc.","15,676","bmo","0.62","0.65","+0.03","+4.84%","4.24%",""
"RP","Realpage, Inc.","3,467","amc","0.22","0.23","+0.01","+4.55%","2.04%",""
"MDLZ","Mondelez Intern...","62,009","bmo","0.46","0.48","+0.02","+4.35%","1.10%",""
"CTXS","Citrix Systems,...","12,422","amc","0.99","1.03","+0.04","+4.04%","-2.02%",""
"EXC","Exelon Corporat...","38,019","bmo","0.52","0.54","+0.02","+3.85%","-0.34%",""
"RXN","Rexnord Corpora...","2,665","amc","0.26","0.27","+0.01","+3.85%","7.13%",""
"WD","Walker & Dunlop...","1,723","bmo","1.04","1.08","+0.04","+3.85%","-6.78%",""
"WTS","Watts Water Tec...","2,294","amc","0.80","0.83","+0.03","+3.75%","3.33%",""
"DLPH","Delphi Automoti...","25,850","bmo","1.65","1.71","+0.06","+3.64%","1.32%",""
"TRNO","Terreno Realty...","1,924","--","0.28","0.29","+0.01","+3.57%","--",""
"SWIR","Sierra Wireless...","718","amc","0.29","0.30","+0.01","+3.45%","-20.41%",""
"MMP","Magellan Midstr...","15,714","bmo","0.89","0.92","+0.03","+3.37%","0.33%",""
"CAVM","Cavium, Inc.","4,776","amc","0.65","0.67","+0.02","+3.08%","4.04%",""
"TTMI","Ttm Technologie...","1,608","amc","0.35","0.36","+0.01","+2.86%","-18.54%",""
"SO","Southern Compan...","51,113","bmo","0.71","0.73","+0.02","+2.82%","2.58%",""
"CAKE","The Cheesecake...","2,032","amc","0.76","0.78","+0.02","+2.63%","-6.24%",""
"CHH","Choice Hotels I...","3,859","bmo","0.77","0.79","+0.02","+2.60%","-4.06%",""
"NEWT","Newtek Business...","298","amc","0.40","0.41","+0.01","+2.50%","0.35%",""
"HOLX","Hologic, Inc.","10,324","amc","0.49","0.50","+0.01","+2.04%","-8.61%",""
"WYN","Wyndham Worldwi...","11,268","bmo","1.50","1.53","+0.03","+2.00%","-2.19%",""
"XPO","Xpo Logistics,...","7,616","amc","0.59","0.60","+0.01","+1.69%","-1.41%",""
"MET","Metlife, Inc.","55,578","amc","1.28","1.30","+0.02","+1.56%","-3.57%",""
"ATO","Atmos Energy Co...","9,145","amc","0.66","0.67","+0.01","+1.52%","-1.44%",""
"D","Dominion Energy...","50,739","bmo","0.66","0.67","+0.01","+1.52%","0.72%",""
"ALG","Alamo Group, In...","1,251","amc","1.05","1.05","0.00","0.00%","-2.18%",""
"ASC","Ardmore Shippin...","292","bmo","-0.06","-0.06","0.00","0.00%","0.00%",""
"CHUBA","Commercehub, In...","1,003","amc","0.08","0.08","0.00","0.00%","7.66%",""
"CLW","Clearwater Pape...","712","amc","0.48","0.48","0.00","0.00%","-8.26%",""
"CRHM","Crh Medical Cor...","174","amc","0.04","0.04","0.00","0.00%","-21.92%",""
"CSGS","Csg Systems Int...","1,364","amc","0.62","0.62","0.00","0.00%","-2.06%",""
"DNOW","Now Inc.","1,428","bmo","-0.10","-0.10","0.00","0.00%","-15.06%",""
"ECR","Eclipse Resourc...","607","amc","-0.01","-0.01","0.00","0.00%","4.71%",""
"FGL","Fidelity And Gu...","1,820","amc","0.63","0.63","0.00","0.00%","0.16%",""
"GKOS","Glaukos Corpora...","1,123","amc","0.06","0.06","0.00","0.00%","-7.48%",""
"GLAD","Gladstone Capit...","254","amc","0.21","0.21","0.00","0.00%","-0.20%",""
"HABT","The Habit Resta...","332","amc","0.06","0.06","0.00","0.00%","-13.99%",""
"HCLP","Hi-crush Partne...","815","amc","0.18","0.18","0.00","0.00%","1.79%",""
"HOS","Hornbeck Offsho...","144","amc","-0.82","-0.82","0.00","0.00%","-4.76%",""
"ICFI","Icf Internation...","1,035","amc","0.73","0.73","0.00","0.00%","2.91%",""
"LFUS","Littelfuse, Inc...","4,660","bmo","2.10","2.10","0.00","0.00%","1.99%",""
"LXFR","Luxfer Holdings...","329","amc","0.25","0.25","0.00","0.00%","-0.15%",""
"MFA","Mfa Financial,...","3,468","bmo","0.20","0.20","0.00","0.00%","1.28%",""
"MNTA","Momenta Pharmac...","1,054","bmo","-0.50","-0.50","0.00","0.00%","-3.32%",""
"MTDR","Matador Resourc...","2,873","amc","0.11","0.11","0.00","0.00%","-9.07%",""
"NEUL","Neulion Inc.","123","amc","-0.01","-0.01","0.00","0.00%","-4.80%",""
"NI","Nisource, Inc","8,619","bmo","0.10","0.10","0.00","0.00%","1.64%",""
"NLY","Annaly Capital...","14,206","amc","0.30","0.30","0.00","0.00%","-0.16%",""
"PMC","Pharmerica Corp...","909","bmo","0.47","0.47","0.00","0.00%","15.57%",""
"SBGI","Sinclair Broadc...","3,086","bmo","0.43","0.43","0.00","0.00%","-5.16%",""
"SQ","Square, Inc.","12,543","amc","-0.04","-0.04","0.00","0.00%","-4.69%",""
"TCS","Container Store...","204","amc","-0.11","-0.11","0.00","0.00%","-21.60%",""
"TRXC","Transenterix, I...","594","amc","-0.11","-0.11","0.00","0.00%","2.98%",""
"UFPT","Ufp Technologie...","216","bmo","0.36","0.36","0.00","0.00%","-0.69%",""
"WTR","Aqua America, I...","6,264","amc","0.34","0.34","0.00","0.00%","0.03%",""
"ZNGA","Zynga Inc.","3,323","amc","0.02","0.02","0.00","0.00%","3.07%",""
"CBPO","China Biologic...","2,244","amc","1.36","1.35","-0.01","-0.74%","1.19%",""
"TCP","Tc Pipelines, L...","3,668","bmo","0.74","0.73","-0.01","-1.35%","-0.05%",""
"TEP","Tallgrass Energ...","3,459","amc","0.73","0.72","-0.01","-1.37%","-1.95%",""
"GIB","Cgi Group, Inc....","15,760","bmo","0.71","0.70","-0.01","-1.41%","-3.48%",""
"TCAP","Triangle Capita...","602","amc","0.42","0.41","-0.01","-2.38%","-11.05%",""
"FLOW","Spx Flow, Inc.","1,768","bmo","0.34","0.33","-0.01","-2.94%","-6.94%",""
"CC","Chemours Compan...","10,506","amc","0.90","0.87","-0.03","-3.33%","-1.71%",""
"TTEK","Tetra Tech, Inc...","2,709","amc","0.55","0.53","-0.02","-3.64%","-8.32%",""
"SMFKY","Smurfit Kappa","6,738","--","0.49","0.47","-0.02","-4.08%","--",""
"BRSS","Global Brass An...","754","amc","0.86","0.82","-0.04","-4.65%","-8.09%",""
"CIM","Chimera Investm...","3,602","bmo","0.63","0.60","-0.03","-4.76%","-0.90%",""
"AM","Antero Midstrea...","5,607","amc","0.41","0.39","-0.02","-4.88%","-2.43%",""
"DVAX","Dynavax Technol...","1,265","--","-0.39","-0.41","-0.02","-5.13%","--",""
"HTLD","Heartland Expre...","1,908","--","0.19","0.18","-0.01","-5.26%","--",""
"BLUE","Bluebird Bio, I...","6,392","--","-1.64","-1.73","-0.09","-5.49%","--",""
"ARCC","Ares Capital Co...","7,034","bmo","0.36","0.34","-0.02","-5.56%","0.24%",""
"CGEN","Compugen Ltd.","197","bmo","-0.17","-0.18","-0.01","-5.88%","-3.95%",""
"INXN","Interxion Holdi...","3,670","bmo","0.17","0.16","-0.01","-5.88%","2.17%",""
"CTL","Centurylink, In...","10,454","amc","0.49","0.46","-0.03","-6.12%","-5.48%",""
"NOA","North American...","118","amc","-0.16","-0.17","-0.01","-6.25%","-4.76%",""
"BECN","Beacon Roofing...","3,536","amc","0.90","0.84","-0.06","-6.67%","-5.20%",""
"OBLN","Obalon Therptcs...","160","bmo","-0.43","-0.46","-0.03","-6.98%","-1.09%",""
"SCCO","Southern Copper...","33,611","--","0.42","0.39","-0.03","-7.14%","--",""
"DFIN","Donnelley Finan...","725","bmo","0.82","0.76","-0.06","-7.32%","-5.02%",""
"TDOC","Teladoc, Inc.","1,926","amc","-0.26","-0.28","-0.02","-7.69%","-1.63%",""
"APO","Apollo Global M...","6,157","bmo","0.50","0.46","-0.04","-8.00%","-0.71%",""
"ONCE","Spark Therapeut...","3,032","bmo","-1.75","-1.89","-0.14","-8.00%","19.72%",""
"AVA","Avista Corporat...","3,349","bmo","0.37","0.34","-0.03","-8.11%","-1.06%",""
"PACB","Pacific Bioscie...","520","amc","-0.24","-0.26","-0.02","-8.33%","14.38%",""
"MGNX","Macrogenics, In...","631","amc","-1.05","-1.14","-0.09","-8.57%","9.73%",""
"NBR","Nabors Industri...","2,092","amc","-0.35","-0.38","-0.03","-8.57%","-2.99%",""
"AWK","American Water...","15,338","amc","0.80","0.73","-0.07","-8.75%","-1.65%",""
"TPRE","Third Point Rei...","1,766","amc","0.78","0.71","-0.07","-8.97%","2.05%",""
"OMF","Onemain Holding...","4,110","amc","0.89","0.81","-0.08","-8.99%","0.04%",""
"RICE","Rice Energy Inc...","6,340","amc","0.11","0.10","-0.01","-9.09%","-3.93%",""
"DISH","Dish Network Co...","22,770","bmo","0.76","0.69","-0.07","-9.21%","-2.28%",""
"TTPH","Tetraphase Phar...","330","--","-0.76","-0.83","-0.07","-9.21%","--",""
"DKL","Delek Logistics...","777","amc","0.65","0.59","-0.06","-9.23%","-4.49%",""
"BKCC","Blackrock Capit...","539","amc","0.21","0.19","-0.02","-9.52%","1.08%",""
"PCRX","Pacira Pharmace...","1,380","bmo","-0.10","-0.11","-0.01","-10.00%","-1.92%",""
"CLH","Clean Harbors,...","3,222","bmo","0.27","0.24","-0.03","-11.11%","-7.33%",""
"KMT","Kennametal Inc....","3,429","amc","0.63","0.56","-0.07","-11.11%","-5.14%",""
"CLVS","Clovis Oncology...","3,975","amc","-1.16","-1.29","-0.13","-11.21%","-5.12%",""
"DM","Dominion Midstr...","2,179","bmo","0.35","0.31","-0.04","-11.43%","-2.86%",""
"AN","Autonation, Inc...","4,504","bmo","0.98","0.86","-0.12","-12.24%","-7.17%",""
"FCPT","Four Corners Pr...","1,557","amc","0.35","0.30","-0.05","-14.29%","-2.33%",""
"PQ","Petroquest Ener...","38","amc","-0.14","-0.16","-0.02","-14.29%","-1.01%",""
"BPMC","Blueprint Medic...","2,540","bmo","-0.75","-0.86","-0.11","-14.67%","-7.38%",""
"MATN","Mateon Therapeu...","7","--","-0.13","-0.15","-0.02","-15.38%","--",""
"SUM","Summit Material...","3,342","bmo","0.57","0.48","-0.09","-15.79%","5.55%",""
"CPE","Callon Petroleu...","2,246","amc","0.11","0.09","-0.02","-18.18%","-8.39%",""
"FUN","Cedar Fair, L.p...","3,554","bmo","1.02","0.82","-0.20","-19.61%","-4.66%",""
"NXPI","Nxp Semiconduct...","39,842","amc","1.52","1.22","-0.30","-19.74%","-0.20%",""
"PJT","Pjt Partners In...","678","bmo","0.34","0.27","-0.07","-20.59%","-4.48%",""
"INN","Summit Hotel Pr...","1,664","amc","0.38","0.30","-0.08","-21.05%","-9.42%",""
"TAP","Molson Coors Br...","17,807","bmo","2.11","1.66","-0.45","-21.33%","2.96%",""
"WPZ","Williams Partne...","37,635","amc","0.42","0.33","-0.09","-21.43%","-0.48%",""
"TSE","Trinseo S.a.","3,093","amc","1.78","1.39","-0.39","-21.91%","-8.84%",""
"AREX","Approach Resour...","202","amc","-0.09","-0.11","-0.02","-22.22%","-9.69%",""
"ITG","Investment Tech...","772","bmo","0.18","0.14","-0.04","-22.22%","-3.59%",""
"KCAP","Kcap Financial,...","130","amc","0.09","0.07","-0.02","-22.22%","-2.02%",""
"AMOT","Allied Motion T...","250","amc","0.31","0.24","-0.07","-22.58%","-6.59%",""
"PRU","Prudential Fina...","46,453","amc","2.70","2.09","-0.61","-22.59%","-4.30%",""
"TNC","Tennant Company...","1,230","bmo","0.79","0.60","-0.19","-24.05%","-8.70%",""
"RDWR","Radware Ltd.","742","bmo","0.04","0.03","-0.01","-25.00%","-0.52%",""
"CSTE","Caesarstone Ltd...","998","bmo","0.66","0.49","-0.17","-25.76%","-13.21%",""
"VMC","Vulcan Material...","15,478","bmo","1.22","0.90","-0.32","-26.23%","3.29%",""
