"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"ANGO","Angiodynamics,...","633","bmo","0.16","0.19","+0.03","+18.75%","0.24%",""
"GBX","Greenbrier Comp...","1,453","bmo","0.84","0.79","-0.05","-5.95%","16.02%",""
"AZZ","Azz Inc.","1,233","bmo","0.83","0.70","-0.13","-15.66%","-7.42%",""
