"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"KR","Kroger Company...","18,217","bmo","0.40","0.39","-0.01","-2.50%","-7.51%",""
"UBA","Urstadt Biddle...","888","amc","0.30","0.16","-0.14","-46.67%","0.10%",""
