"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"CNNX","Cone Midstream...","559","bmo","0.43","0.44","+0.01","+2.33%","-0.66%",""
"ALB","Albemarle Corpo...","15,401","amc","1.11","1.13","+0.02","+1.80%","-6.23%",""
"RBC","Regal Beloit Co...","3,514","amc","1.28","1.29","+0.01","+0.78%","-3.62%",""
"AVXL","Anavex Life Sci...","179","--","-0.09","-0.09","0.00","0.00%","--",""
"CRNT","Ceragon Network...","158","bmo","0.07","0.07","0.00","0.00%","2.24%",""
"DEPO","Depomed, Inc.","331","amc","0.08","0.08","0.00","0.00%","-33.42%",""
"EKSO","Ekso Bionics Ho...","66","amc","-0.32","-0.32","0.00","0.00%","-5.47%",""
"EVH","Evolent Health,...","1,082","amc","-0.13","-0.13","0.00","0.00%","-17.12%",""
"FDC","First Data Corp...","16,688","bmo","0.40","0.40","0.00","0.00%","-2.15%",""
"GOVX","Geovax Labs Inc...","3","--","-0.01","-0.01","0.00","0.00%","--",""
"III","Information Ser...","180","bmo","0.08","0.08","0.00","0.00%","-13.81%",""
"ITI","Iteris, Inc.","240","amc","-0.02","-0.02","0.00","0.00%","-2.59%",""
"LC","Lendingclub Cor...","2,520","amc","-0.01","-0.01","0.00","0.00%","18.13%",""
"NXTM","Nxstage Medical...","1,836","bmo","-0.03","-0.03","0.00","0.00%","28.22%",""
"OFIX","Orthofix Intern...","885","amc","0.42","0.42","0.00","0.00%","7.76%",""
"QTNT","Quotient Limite...","165","amc","-0.55","-0.55","0.00","0.00%","-3.91%",""
"SBBP","Strongbridge Bi...","244","bmo","-0.34","-0.34","0.00","0.00%","-2.82%",""
"SPNS","Sapiens Interna...","669","bmo","0.04","0.04","0.00","0.00%","6.44%",""
"THC","Tenet Healthcar...","1,371","amc","-0.17","-0.17","0.00","0.00%","-14.44%",""
"TRHC","Tabula Rasa Hea...","479","amc","0.06","0.06","0.00","0.00%","17.23%",""
"TSN","Tyson Foods, In...","25,487","bmo","1.28","1.28","0.00","0.00%","5.69%",""
"WLH","Lyon William Ho...","750","bmo","0.49","0.49","0.00","0.00%","-6.92%",""
"FGEN","Fibrogen, Inc","4,367","amc","-0.47","-0.48","-0.01","-2.13%","48.20%",""
"ATRA","Atara Biotherap...","445","--","-0.91","-0.94","-0.03","-3.30%","--",""
"CSWC","Capital Southwe...","279","amc","0.23","0.22","-0.01","-4.35%","-0.60%",""
"PGEM","Ply Gem Holding...","1,143","bmo","0.47","0.44","-0.03","-6.38%","-8.67%",""
"NVTA","Invitae Corpora...","481","amc","-0.62","-0.66","-0.04","-6.45%","-8.79%",""
"VRAY","Viewray, Inc.","364","amc","-0.24","-0.26","-0.02","-8.33%","9.14%",""
"FRGI","Fiesta Restaura...","462","amc","0.33","0.30","-0.03","-9.09%","9.79%",""
"LPI","Laredo Petroleu...","3,009","amc","0.11","0.10","-0.01","-9.09%","-1.46%",""
"DERM","Dermira, Inc.","1,158","amc","-0.85","-0.93","-0.08","-9.41%","-13.36%",""
"PNNT","Pennantpark Inv...","534","amc","0.20","0.18","-0.02","-10.00%","1.90%",""
"BCRX","Biocryst Pharma...","500","bmo","-0.19","-0.21","-0.02","-10.53%","-13.33%",""
"LINC","Lincoln Educati...","55","bmo","-0.25","-0.28","-0.03","-12.00%","-9.49%",""
"CAPL","Crossamerica Pa...","887","amc","0.08","0.07","-0.01","-12.50%","-2.37%",""
"MDCA","Mdc Partners In...","687","amc","0.16","0.14","-0.02","-12.50%","16.04%",""
"ARNA","Arena Pharmaceu...","1,053","amc","-0.68","-0.77","-0.09","-13.24%","-9.03%",""
"RATE","Bankrate, Inc.","1,247","amc","0.15","0.13","-0.02","-13.33%","0.36%",""
"RNN","Rexahn Pharmace...","64","--","-0.15","-0.17","-0.02","-13.33%","--",""
"FRPT","Freshpet, Inc.","550","amc","-0.07","-0.08","-0.01","-14.29%","3.12%",""
"GOGO","Gogo Inc.","945","bmo","-0.49","-0.56","-0.07","-14.29%","-2.29%",""
"MCUJF","Medicure Inc.","104","amc","0.07","0.06","-0.01","-14.29%","0.00%",""
"CINR","Ciner Resources...","493","amc","0.48","0.41","-0.07","-14.58%","-6.47%",""
"YTRA","Yatra Online, I...","238","bmo","-0.26","-0.30","-0.04","-15.38%","3.50%",""
"MYOK","Myokardia, Inc....","1,316","bmo","-0.35","-0.41","-0.06","-17.14%","83.38%",""
"UFAB","Unique Fabricat...","88","bmo","0.23","0.19","-0.04","-17.39%","-4.10%",""
"KRO","Kronos Worldwid...","3,004","amc","0.42","0.34","-0.08","-19.05%","-10.38%",""
"PAA","Plains All Amer...","15,091","amc","0.26","0.21","-0.05","-19.23%","-19.37%",""
"GWPH","Gw Pharmaceutic...","2,806","amc","-1.73","-2.07","-0.34","-19.65%","-6.52%",""
"FI","Frank's Interna...","1,598","bmo","-0.10","-0.12","-0.02","-20.00%","-8.88%",""
"APLE","Apple Hospitali...","4,249","amc","0.52","0.39","-0.13","-25.00%","-1.76%",""
"AXON","Axovant Science...","673","--","-0.52","-0.65","-0.13","-25.00%","--",""
"IDRA","Idera Pharmaceu...","377","--","-0.11","-0.14","-0.03","-27.27%","--",""
"CAR","Avis Budget Gro...","3,406","amc","0.42","0.30","-0.12","-28.57%","-9.88%",""
"CXW","Corrections Cor...","3,144","amc","0.54","0.38","-0.16","-29.63%","1.43%",""
"CNTY","Century Casinos...","200","bmo","0.10","0.07","-0.03","-30.00%","-1.56%",""
"AFI","Armstrong Floor...","422","bmo","0.38","0.26","-0.12","-31.58%","-17.53%",""
"GEO","Geo Group Inc (...","3,319","bmo","0.47","0.32","-0.15","-31.91%","-7.27%",""
"NVGS","Navigator Holdi...","628","amc","0.06","0.04","-0.02","-33.33%","0.49%",""
"NVRO","Nevro Corp.","2,663","amc","-0.29","-0.40","-0.11","-37.93%","4.80%",""
"CVGI","Commercial Vehi...","237","amc","0.13","0.08","-0.05","-38.46%","-21.47%",""
"PAGP","Plains Group Ho...","3,297","amc","0.26","0.16","-0.10","-38.46%","-18.54%",""
"MNKD","Mannkind Corpor...","546","amc","-0.25","-0.35","-0.10","-40.00%","-1.71%",""
"DRH","Diamondrock Hos...","2,213","amc","0.31","0.18","-0.13","-41.94%","-3.18%",""
"EYEG","Eyegate Pharmac...","19","--","-0.19","-0.28","-0.09","-47.37%","--",""
"IVC","Invacare Corpor...","483","amc","-0.42","-0.63","-0.21","-50.00%","-4.76%",""
"NCMI","National Cineme...","432","amc","0.06","0.03","-0.03","-50.00%","-3.88%",""
"CNXR","Connecture, Inc...","14","amc","-0.19","-0.30","-0.11","-57.89%","-5.88%",""
"ADES","Advanced Emissi...","244","amc","0.73","0.29","-0.44","-60.27%","-2.25%",""
"NGHC","National Genera...","2,150","amc","0.39","0.11","-0.28","-71.79%","-7.13%",""
"CTMX","Cytomx Therapeu...","755","amc","-0.39","-0.69","-0.30","-76.92%","8.28%",""
"TIER","Tier Reit, Inc....","944","amc","0.37","0.08","-0.29","-78.38%","1.83%",""
"GNL","Global Net Leas...","1,491","amc","0.56","0.08","-0.48","-85.71%","-0.37%",""
"CPTA","Capitala Financ...","145","amc","0.37","0.04","-0.33","-89.19%","-14.42%",""
"HHC","Howard Hughes C...","5,316","amc","0.87","0.07","-0.80","-91.95%","-2.15%",""
"HALL","Hallmark Financ...","210","--","0.26","0.01","-0.25","-96.15%","--",""
"BKD","Brookdale Senio...","1,906","amc","0.56","-0.23","-0.79","-141.07%","7.50%",""
"CMP","Compass Mineral...","2,224","amc","-0.07","-0.19","-0.12","-171.43%","-2.14%",""
"TISI","Team, Inc.","358","amc","-0.08","-0.23","-0.15","-187.50%","-8.11%",""
"RNET","Rignet, Inc.","315","amc","-0.06","-0.24","-0.18","-300.00%","-11.01%",""
"TIS","Orchids Paper P...","139","amc","-0.03","-0.12","-0.09","-300.00%","1.14%",""
"CDEV","Centennial Res","5,059","amc","0.02","--","--","--","4.47%",""
"FLGT","Fulgent Genetic...","67","amc","0.02","--","--","--","-12.21%",""
"LILA","Liberty Global...","3,785","amc","-0.09","--","--","--","1.22%",""
"MIME","Mimecast Limite...","1,749","amc","0.00","0.01","--","--","5.71%",""
"VERI","Veritone, Inc.","442","amc","-1.20","--","--","--","-2.48%",""
