"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"FIVN","Five9, Inc.","1,347","amc","-0.03","0.00","+0.03","+100.00%","-1.22%",""
"PI","Impinj, Inc.","750","amc","0.03","0.06","+0.03","+100.00%","-21.70%",""
"TACT","Transact Techno...","70","amc","0.06","0.12","+0.06","+100.00%","5.75%",""
"BBRG","Bravo Brio Rest...","32","amc","0.07","0.13","+0.06","+85.71%","0.00%",""
"ATVI","Activision Bliz...","46,548","amc","0.30","0.55","+0.25","+83.33%","-3.06%",""
"ECOM","Channeladvisor...","313","amc","-0.10","-0.02","+0.08","+80.00%","-1.56%",""
"SONS","Sonus Networks,...","357","bmo","-0.09","-0.02","+0.07","+77.78%","-2.37%",""
"JNP","Juniper Pharmac...","52","amc","-0.13","-0.03","+0.10","+76.92%","-1.03%",""
"BL","Blackline Inc","1,760","amc","-0.10","-0.03","+0.07","+70.00%","-18.74%",""
"FMSA","Fairmount Santr...","901","bmo","0.03","0.05","+0.02","+66.67%","-0.75%",""
"GPRO","Gopro, Inc.","1,336","amc","-0.26","-0.09","+0.17","+65.38%","19.25%",""
"BNFT","Benefitfocus, I...","949","amc","-0.14","-0.05","+0.09","+64.29%","-20.52%",""
"DXYN","The Dixie Group...","62","bmo","0.05","0.08","+0.03","+60.00%","-1.18%",""
"IOTS","Adesto Technolo...","161","amc","-0.07","-0.03","+0.04","+57.14%","27.06%",""
"SRTS","Sensus Healthca...","78","amc","-0.14","-0.06","+0.08","+57.14%","11.67%",""
"SYN","Synthetic Biolo...","112","bmo","-0.07","-0.03","+0.04","+57.14%","6.60%",""
"MTZ","Mastec, Inc.","3,579","amc","0.66","1.03","+0.37","+56.06%","-6.34%",""
"ITEK","Inotek Pharmace...","60","--","-0.54","-0.24","+0.30","+55.56%","--",""
"CARA","Cara Therapeuti...","407","amc","-0.62","-0.29","+0.33","+53.23%","22.86%",""
"MEET","Meetme, Inc.","250","amc","0.06","0.09","+0.03","+50.00%","-14.40%",""
"SJI","South Jersey In...","2,604","amc","0.04","0.06","+0.02","+50.00%","0.20%",""
"H","Hyatt Hotels Co...","7,714","bmo","0.35","0.52","+0.17","+48.57%","7.57%",""
"FLDM","Fluidigm Corpor...","138","amc","-0.60","-0.31","+0.29","+48.33%","1.29%",""
"AET","Aetna Inc.","51,712","bmo","2.34","3.42","+1.08","+46.15%","2.46%",""
"ARWR","Arrowhead Pharm...","293","amc","-0.13","-0.07","+0.06","+46.15%","8.24%",""
"OLED","Universal Displ...","6,441","amc","0.68","0.99","+0.31","+45.59%","-1.30%",""
"ACIA","Acacia Communic...","1,779","amc","0.18","0.26","+0.08","+44.44%","0.29%",""
"ANET","Arista Networks...","13,825","amc","0.95","1.34","+0.39","+41.05%","19.44%",""
"CTT","Catchmark Timbe...","531","amc","-0.10","-0.06","+0.04","+40.00%","3.52%",""
"TDY","Teledyne Techno...","5,707","bmo","1.25","1.74","+0.49","+39.20%","6.41%",""
"CTRL","Control4 Corpor...","740","amc","0.23","0.32","+0.09","+39.13%","-2.07%",""
"TIVO","Tivo Corporatio...","2,292","amc","0.26","0.36","+0.10","+38.46%","-0.54%",""
"CNP","Centerpoint Ene...","12,728","bmo","0.21","0.29","+0.08","+38.10%","1.06%",""
"EVBG","Everbridge, Inc...","755","amc","-0.08","-0.05","+0.03","+37.50%","-6.45%",""
"INGN","Inogen, Inc","1,940","amc","0.28","0.38","+0.10","+35.71%","-7.24%",""
"LDOS","Leidos Holdings...","9,348","bmo","0.77","1.04","+0.27","+35.06%","8.36%",""
"WTW","Weight Watchers...","2,998","amc","0.50","0.67","+0.17","+34.00%","25.12%",""
"AMCX","Amc Networks In...","3,534","bmo","1.41","1.88","+0.47","+33.33%","3.45%",""
"CALD","Callidus Softwa...","1,708","amc","0.06","0.08","+0.02","+33.33%","2.88%",""
"OIIM","O2micro Interna...","48","bmo","-0.06","-0.04","+0.02","+33.33%","-13.67%",""
"REFR","Research Fronti...","29","amc","-0.03","-0.02","+0.01","+33.33%","6.03%",""
"RGEN","Repligen Corpor...","1,235","bmo","0.15","0.20","+0.05","+33.33%","1.10%",""
"SSP","E.w. Scripps Co...","1,473","bmo","0.06","0.08","+0.02","+33.33%","-8.06%",""
"TVPT","Travelport Worl...","1,955","bmo","0.30","0.40","+0.10","+33.33%","1.70%",""
"NPTN","Neophotonics Co...","207","amc","-0.22","-0.15","+0.07","+31.82%","-10.95%",""
"NEWR","New Relic, Inc....","2,721","amc","-0.13","-0.09","+0.04","+30.77%","-1.07%",""
"NBLX","Noble Midstream...","1,002","bmo","0.75","0.98","+0.23","+30.67%","-0.84%",""
"GSBD","Goldman Sachs B...","898","amc","0.49","0.64","+0.15","+30.61%","-0.04%",""
"REGN","Regeneron Pharm...","47,421","bmo","3.20","4.17","+0.97","+30.31%","-2.04%",""
"WK","Workiva Inc.","929","amc","-0.20","-0.14","+0.06","+30.00%","4.71%",""
"HSC","Harsco Corporat...","1,701","bmo","0.17","0.22","+0.05","+29.41%","6.75%",""
"CHK","Chesapeake Ener...","3,434","bmo","0.14","0.18","+0.04","+28.57%","-2.60%",""
"PNW","Pinnacle West C...","9,796","bmo","1.16","1.49","+0.33","+28.45%","1.70%",""
"KOP","Koppers Holding...","1,001","bmo","0.92","1.18","+0.26","+28.26%","5.45%",""
"SEM","Select Medical...","2,439","amc","0.25","0.32","+0.07","+28.00%","9.24%",""
"SRCI","Synergy Resourc...","1,892","amc","0.11","0.14","+0.03","+27.27%","8.45%",""
"VAC","Marriot Vacatio...","3,362","bmo","1.26","1.60","+0.34","+26.98%","1.79%",""
"NSM","Nationstar Mort...","1,884","bmo","0.34","0.43","+0.09","+26.47%","3.05%",""
"AINC","Ashford Inc.","138","amc","1.37","1.73","+0.36","+26.28%","-0.64%",""
"SPXC","Spx Corporation...","1,258","amc","0.35","0.44","+0.09","+25.71%","-4.68%",""
"BRS","Bristow Group I...","329","amc","-1.11","-0.83","+0.28","+25.23%","8.14%",""
"CARB","Carbonite, Inc....","630","amc","0.12","0.15","+0.03","+25.00%","-9.42%",""
"LIND","Lindblad Expedi...","467","bmo","-0.08","-0.06","+0.02","+25.00%","3.89%",""
"SHAK","Shake Shack, In...","1,247","amc","0.16","0.20","+0.04","+25.00%","-5.46%",""
"CBMX","Combimatrix Cor...","23","--","-0.17","-0.13","+0.04","+23.53%","--",""
"AXDX","Accelerate Diag...","1,139","amc","-0.30","-0.23","+0.07","+23.33%","-5.09%",""
"CLNE","Clean Energy Fu...","356","amc","-0.13","-0.10","+0.03","+23.08%","-8.37%",""
"HII","Huntington Inga...","10,681","bmo","2.62","3.21","+0.59","+22.52%","2.75%",""
"CAMT","Camtek Ltd.","200","bmo","0.09","0.11","+0.02","+22.22%","0.58%",""
"CFMS","Conformis, Inc....","155","amc","-0.36","-0.28","+0.08","+22.22%","-12.38%",""
"CNQ","Canadian Natura...","40,418","bmo","0.18","0.22","+0.04","+22.22%","3.36%",""
"FLR","Fluor Corporati...","5,951","amc","0.59","0.72","+0.13","+22.03%","-8.66%",""
"KNSL","Kinsale Capital...","891","amc","0.33","0.40","+0.07","+21.21%","9.44%",""
"GLYC","Glycomimetics,...","376","--","-0.38","-0.30","+0.08","+21.05%","--",""
"AER","Aercap Holdings...","8,568","bmo","1.38","1.67","+0.29","+21.01%","1.15%",""
"ABUS","Arbutus Biophar...","382","amc","-0.35","-0.28","+0.07","+20.00%","1.47%",""
"KDMN","Kadmon Holdings...","268","--","-0.55","-0.44","+0.11","+20.00%","--",""
"MVIS","Microvision, In...","184","bmo","-0.10","-0.08","+0.02","+20.00%","6.06%",""
"WING","Wingstop Inc.","958","amc","0.15","0.18","+0.03","+20.00%","7.24%",""
"WU","Western Union C...","9,141","amc","0.42","0.50","+0.08","+19.05%","0.72%",""
"BLBD","Blue Bird Corpo...","510","amc","0.58","0.69","+0.11","+18.97%","0.85%",""
"KND","Kindred Healthc...","535","amc","0.16","0.19","+0.03","+18.75%","-2.96%",""
"YRCW","Yrc Worldwide,...","406","amc","0.48","0.57","+0.09","+18.75%","3.23%",""
"SPH","Suburban Propan...","1,609","bmo","-0.59","-0.48","+0.11","+18.64%","1.27%",""
"GEVO","Gevo, Inc.","11","amc","-0.54","-0.44","+0.10","+18.52%","-0.60%",""
"WIN","Windstream Hold...","367","bmo","-0.45","-0.37","+0.08","+17.78%","-36.02%",""
"CBZ","Cbiz, Inc.","921","bmo","0.17","0.20","+0.03","+17.65%","1.36%",""
"EGL","Engility Holdin...","1,242","bmo","0.51","0.60","+0.09","+17.65%","-1.57%",""
"PGTI","Pgt, Inc.","717","bmo","0.17","0.20","+0.03","+17.65%","4.21%",""
"ELY","Callaway Golf C...","1,338","amc","0.29","0.34","+0.05","+17.24%","8.26%",""
"RWLK","Rewalk Robotics...","29","bmo","-0.35","-0.29","+0.06","+17.14%","7.14%",""
"HMHC","Houghton Miffli...","1,326","bmo","-0.24","-0.20","+0.04","+16.67%","-3.00%",""
"UNT","Unit Corporatio...","1,005","bmo","0.06","0.07","+0.01","+16.67%","11.65%",""
"ZEN","Zendesk, Inc.","3,001","amc","-0.06","-0.05","+0.01","+16.67%","3.51%",""
"FFG","Fbl Financial G...","1,906","amc","1.06","1.23","+0.17","+16.04%","7.03%",""
"SFM","Sprouts Farmers...","2,530","bmo","0.25","0.29","+0.04","+16.00%","-1.71%",""
"WRK","Westrock Compan...","14,924","bmo","0.64","0.74","+0.10","+15.63%","-1.84%",""
"NAO","Nordic American...","84","--","-0.13","-0.11","+0.02","+15.38%","--",""
"BRKR","Bruker Corporat...","4,822","amc","0.20","0.23","+0.03","+15.00%","-2.07%",""
"SCG","Scana Corporati...","7,022","bmo","0.74","0.85","+0.11","+14.86%","-2.70%",""
"TCRD","Thl Credit, Inc...","300","amc","0.27","0.31","+0.04","+14.81%","-1.09%",""
"ZEUS","Olympic Steel,...","221","bmo","0.41","0.47","+0.06","+14.63%","1.03%",""
"AMBR","Amber Road, Inc...","225","amc","-0.14","-0.12","+0.02","+14.29%","-6.48%",""
"CNSL","Consolidated Co...","1,375","bmo","0.14","0.16","+0.02","+14.29%","0.87%",""
"AAOI","Applied Optoele...","844","amc","1.35","1.54","+0.19","+14.07%","-34.07%",""
"SPNE","Seaspine Holdin...","131","amc","-0.79","-0.68","+0.11","+13.92%","12.61%",""
"DCO","Ducommun Incorp...","381","amc","0.29","0.33","+0.04","+13.79%","-2.02%",""
"NAVG","The Navigators...","1,708","amc","0.58","0.66","+0.08","+13.79%","0.53%",""
"SIEGY","Siemens Ag","118,821","--","0.83","0.94","+0.11","+13.25%","--",""
"TCPC","Tcp Capital Cor...","962","bmo","0.38","0.43","+0.05","+13.16%","1.58%",""
"ANIP","Ani Pharmaceuti...","671","bmo","0.87","0.98","+0.11","+12.64%","-3.39%",""
"BERY","Bpc Acquisition...","7,691","bmo","0.83","0.93","+0.10","+12.05%","1.39%",""
"HDP","Hortonworks, In...","1,080","amc","-0.50","-0.44","+0.06","+12.00%","18.41%",""
"LQDT","Liquidity Servi...","183","bmo","-0.25","-0.22","+0.03","+12.00%","-2.24%",""
"PRO","Pros Holdings,...","793","amc","-0.25","-0.22","+0.03","+12.00%","-8.30%",""
"TNAV","Telenav, Inc.","277","amc","-0.25","-0.22","+0.03","+12.00%","-6.67%",""
"AMN","Amn Healthcare...","2,011","amc","0.60","0.67","+0.07","+11.67%","-0.42%",""
"ASPN","Aspen Aerogels,...","101","amc","-0.26","-0.23","+0.03","+11.54%","4.99%",""
"YUM","Yum! Brands, In...","26,268","bmo","0.61","0.68","+0.07","+11.48%","-2.30%",""
"VIAB","Viacom Inc.","10,685","amc","1.05","1.17","+0.12","+11.43%","-13.83%",""
"AGEN","Agenus Inc.","466","bmo","-0.36","-0.32","+0.04","+11.11%","2.43%",""
"NINOY","Nikon Corp.","7,168","--","0.18","0.20","+0.02","+11.11%","--",""
"OGE","Oge Energy Corp...","7,373","bmo","0.47","0.52","+0.05","+10.64%","0.76%",""
"OMAM","Om Asset Manage...","1,657","bmo","0.38","0.42","+0.04","+10.53%","-0.34%",""
"PETX","Aratana Therape...","276","amc","-0.29","-0.26","+0.03","+10.34%","-0.15%",""
"RMAX","Re/max Holdings...","1,186","amc","0.49","0.54","+0.05","+10.20%","9.49%",""
"AL","Air Lease Corpo...","4,524","amc","0.84","0.92","+0.08","+9.52%","6.59%",""
"MAIN","Main Street Cap...","2,276","amc","0.53","0.58","+0.05","+9.43%","-0.13%",""
"OTEX","Open Text Corpo...","8,905","amc","0.55","0.60","+0.05","+9.09%","3.33%",""
"TLND","Talend S.a.","1,184","amc","-0.22","-0.20","+0.02","+9.09%","1.91%",""
"BLDR","Builders Firsts...","1,928","amc","0.34","0.37","+0.03","+8.82%","9.71%",""
"MRTX","Mirati Therapeu...","356","--","-0.81","-0.74","+0.07","+8.64%","--",""
"HSNI","Hsn, Inc.","1,991","bmo","0.58","0.63","+0.05","+8.62%","-1.27%",""
"FOXF","Fox Factory Hol...","1,574","amc","0.36","0.39","+0.03","+8.33%","3.18%",""
"SMCI","Super Micro Com...","1,076","amc","0.36","0.39","+0.03","+8.33%","0.18%",""
"MSI","Motorola Soluti...","14,457","amc","1.04","1.12","+0.08","+7.69%","-0.03%",""
"OA","Orbital Atk, In...","7,680","bmo","1.45","1.56","+0.11","+7.59%","2.76%",""
"TFX","Teleflex Incorp...","10,843","bmo","1.91","2.04","+0.13","+6.81%","6.83%",""
"MCHP","Microchip Techn...","21,341","amc","1.23","1.31","+0.08","+6.50%","3.48%",""
"INFN","Infinera Corpor...","1,254","amc","-0.16","-0.15","+0.01","+6.25%","-16.56%",""
"SBH","Sally Beauty Ho...","2,352","bmo","0.49","0.52","+0.03","+6.12%","-0.69%",""
"ECPG","Encore Capital...","1,179","amc","0.82","0.87","+0.05","+6.10%","11.07%",""
"NE","Noble Corporati...","991","amc","-0.33","-0.31","+0.02","+6.06%","-6.95%",""
"PH","Parker-hannifin...","24,170","bmo","2.31","2.45","+0.14","+6.06%","0.62%",""
"TSEM","Tower Semicondu...","3,103","bmo","0.50","0.53","+0.03","+6.00%","-4.99%",""
"VSH","Vishay Intertec...","3,108","bmo","0.34","0.36","+0.02","+5.88%","-1.69%",""
"WLDN","Willdan Group,...","253","amc","0.34","0.36","+0.02","+5.88%","-0.06%",""
"SHPG","Shire Plc","45,662","bmo","3.53","3.73","+0.20","+5.67%","-3.30%",""
"ADDYY","Adidas Ag","45,383","--","0.89","0.94","+0.05","+5.62%","--",""
"MSCI","Msci Inc","11,028","bmo","0.90","0.95","+0.05","+5.56%","2.82%",""
"ORA","Ormat Technolog...","3,168","bmo","0.55","0.58","+0.03","+5.45%","-4.81%",""
"K","Kellogg Company...","21,626","bmo","0.92","0.97","+0.05","+5.43%","4.33%",""
"CHD","Church & Dwight...","11,902","bmo","0.39","0.41","+0.02","+5.13%","-1.82%",""
"LNT","Alliant Energy...","10,037","amc","0.39","0.41","+0.02","+5.13%","0.00%",""
"LOCO","El Pollo Loco H...","444","amc","0.20","0.21","+0.01","+5.00%","-6.56%",""
"PBH","Prestige Brand...","2,514","bmo","0.63","0.66","+0.03","+4.76%","1.51%",""
"VVC","Vectren Corpora...","5,584","amc","0.43","0.45","+0.02","+4.65%","-0.23%",""
"ABC","Amerisourceberg...","17,518","bmo","1.37","1.43","+0.06","+4.38%","-10.47%",""
"FUJHY","Fuji Heavy Indu...","27,183","--","0.47","0.49","+0.02","+4.26%","--",""
"OVAS","Ovascience Inc....","50","amc","-0.47","-0.45","+0.02","+4.26%","-5.99%",""
"GCAP","Gain Capital Ho...","292","amc","0.24","0.25","+0.01","+4.17%","7.61%",""
"THS","Treehouse Foods...","3,892","bmo","0.49","0.51","+0.02","+4.08%","-11.98%",""
"RLGY","Realogy Holding...","4,476","bmo","0.74","0.77","+0.03","+4.05%","3.12%",""
"ILG","Ilg Inc.","3,659","amc","0.25","0.26","+0.01","+4.00%","-2.98%",""
"PPL","Ppl Corporation...","25,706","bmo","0.50","0.52","+0.02","+4.00%","0.39%",""
"CIO","City Office Rei...","402","bmo","0.26","0.27","+0.01","+3.85%","-0.24%",""
"Q","Quintiles Trans...","21,440","bmo","1.05","1.09","+0.04","+3.81%","-0.57%",""
"CEVA","Ceva, Inc.","997","bmo","0.27","0.28","+0.01","+3.70%","-1.42%",""
"NYLD","Nrg Yield, Inc....","3,473","bmo","0.27","0.28","+0.01","+3.70%","0.82%",""
"SPPI","Spectrum Pharma...","1,222","amc","-0.27","-0.26","+0.01","+3.70%","22.24%",""
"BID","Sotheby's","2,633","bmo","1.38","1.43","+0.05","+3.62%","-8.27%",""
"NICE","Nice Systems Lt...","4,913","bmo","0.87","0.90","+0.03","+3.45%","2.36%",""
"CTSH","Cognizant Techn...","43,688","bmo","0.90","0.93","+0.03","+3.33%","2.09%",""
"VTL","Vital Therapies...","234","amc","-0.30","-0.29","+0.01","+3.33%","3.39%",""
"RVNC","Revance Therape...","804","amc","-0.93","-0.90","+0.03","+3.23%","4.40%",""
"SCM","Stellus Capital...","220","amc","0.31","0.32","+0.01","+3.23%","1.87%",""
"HAYN","Haynes Internat...","456","amc","-0.33","-0.32","+0.01","+3.03%","5.10%",""
"SLD","Sutherland Asse...","506","bmo","0.33","0.34","+0.01","+3.03%","0.00%",""
"RWT","Redwood Trust,...","1,285","amc","0.34","0.35","+0.01","+2.94%","-1.50%",""
"TRVN","Trevena, Inc.","110","--","-0.36","-0.35","+0.01","+2.78%","--",""
"UBNT","Ubiquiti Networ...","4,782","bmo","0.73","0.75","+0.02","+2.74%","16.56%",""
"CLX","Clorox Company...","16,998","bmo","1.49","1.53","+0.04","+2.68%","2.09%",""
"FDUS","Fidus Investmen...","391","amc","0.38","0.39","+0.01","+2.63%","0.97%",""
"MMS","Maximus, Inc.","4,200","bmo","0.77","0.79","+0.02","+2.60%","2.09%",""
"GIL","Gildan Activewe...","6,961","bmo","0.48","0.49","+0.01","+2.08%","0.03%",""
"KHC","The Kraft Heinz...","94,463","amc","0.96","0.98","+0.02","+2.08%","0.17%",""
"NVEE","Nv5 Global, Inc...","567","amc","0.55","0.56","+0.01","+1.82%","2.73%",""
"AGN","Allergan Plc.","66,119","bmo","3.95","4.02","+0.07","+1.77%","0.07%",""
"SRCL","Stericycle, Inc...","6,082","amc","1.13","1.15","+0.02","+1.77%","-5.21%",""
"SYNA","Synaptics Incor...","1,259","amc","1.16","1.18","+0.02","+1.72%","-10.33%",""
"WLK","Westlake Chemic...","10,795","bmo","1.19","1.21","+0.02","+1.68%","-2.66%",""
"WEB","Web.com Group,...","1,292","amc","0.72","0.73","+0.01","+1.39%","6.35%",""
"FLT","Fleetcor Techno...","14,943","amc","1.97","1.99","+0.02","+1.02%","-5.79%",""
"BDX","Becton, Dickins...","46,212","bmo","2.44","2.46","+0.02","+0.82%","-1.01%",""
"CPS","Cooper-standard...","1,986","amc","2.58","2.60","+0.02","+0.78%","3.99%",""
"ARW","Arrow Electroni...","7,333","bmo","1.77","1.78","+0.01","+0.56%","-1.53%",""
"AAV","Advantage Oil &...","1,004","amc","0.06","0.06","0.00","0.00%","0.00%",""
"ABDC","Alcentra Capita...","148","amc","0.36","0.36","0.00","0.00%","-2.90%",""
"ACRE","Ares Commercial...","386","bmo","0.24","0.24","0.00","0.00%","1.48%",""
"ACXM","Acxiom Corporat...","1,975","amc","0.14","0.14","0.00","0.00%","-6.31%",""
"ADAP","Adaptimmune The...","496","bmo","-0.24","-0.24","0.00","0.00%","1.12%",""
"AVID","Avid Technology...","188","--","0.03","0.03","0.00","0.00%","--",""
"CCO","Clear Channel O...","1,638","bmo","-0.01","-0.01","0.00","0.00%","-8.91%",""
"CDW","Cdw Corporation...","10,614","bmo","1.03","1.03","0.00","0.00%","0.83%",""
"CERS","Cerus Corporati...","332","amc","-0.16","-0.16","0.00","0.00%","1.85%",""
"CHUY","Chuy's Holdings...","362","amc","0.31","0.31","0.00","0.00%","-6.71%",""
"DNN","Denison Mine Co...","238","--","-0.01","-0.01","0.00","0.00%","--",""
"EMKR","Emcore Corporat...","226","bmo","0.13","0.13","0.00","0.00%","-9.95%",""
"GRUB","Grubhub Inc.","4,450","amc","0.26","0.26","0.00","0.00%","9.06%",""
"HTGC","Hercules Capita...","1,048","amc","0.31","0.31","0.00","0.00%","-4.13%",""
"ICE","Intercontinenta...","40,118","bmo","0.75","0.75","0.00","0.00%","-2.79%",""
"MDRX","Allscripts Heal...","2,511","amc","0.15","0.15","0.00","0.00%","12.43%",""
"MWA","Mueller Water P...","1,924","amc","0.16","0.16","0.00","0.00%","5.81%",""
"NFG","National Fuel G...","4,930","amc","0.69","0.69","0.00","0.00%","1.86%",""
"ONCYF","Oncolytics Biot...","65","--","-0.02","-0.02","0.00","0.00%","--",""
"OR","Osisko Gold Roy...","2,019","--","0.05","0.05","0.00","0.00%","--",""
"OTIC","Otonomy, Inc.","105","amc","-0.77","-0.77","0.00","0.00%","1.13%",""
"PKI","Perkinelmer, In...","7,760","amc","0.67","0.67","0.00","0.00%","-3.10%",""
"PODD","Insulet Corpora...","3,582","amc","-0.13","-0.13","0.00","0.00%","7.11%",""
"RMGN","Rmg Networks Ho...","22","bmo","-0.12","-0.12","0.00","0.00%","-9.68%",""
"SAND","Sandstorm Gold...","830","amc","0.01","0.01","0.00","0.00%","-3.73%",""
"SM","Sm Energy Compa...","2,134","amc","-0.32","-0.32","0.00","0.00%","-0.46%",""
"TNK","Teekay Tankers...","239","bmo","-0.04","-0.04","0.00","0.00%","-2.34%",""
"TXMD","Therapeuticsmd,...","1,052","amc","-0.10","-0.10","0.00","0.00%","-1.14%",""
"UEIC","Universal Elect...","927","amc","0.78","0.78","0.00","0.00%","-4.78%",""
"VG","Vonage Holdings...","1,844","bmo","0.06","0.06","0.00","0.00%","12.54%",""
"VVUS","Vivus, Inc.","84","--","-0.13","-0.13","0.00","0.00%","--",""
"MTX","Minerals Techno...","2,546","amc","1.24","1.23","-0.01","-0.81%","-2.68%",""
"DUK","Duke Energy Cor...","61,253","bmo","1.02","1.01","-0.01","-0.98%","0.90%",""
"JUNO","Juno Therapeuti...","4,806","amc","-0.73","-0.74","-0.01","-1.37%","2.79%",""
"CCS","Century Communi...","704","amc","0.67","0.66","-0.01","-1.49%","-3.10%",""
"NBIX","Neurocrine Bios...","5,361","amc","-0.67","-0.68","-0.01","-1.49%","9.54%",""
"USPH","U.s. Physical T...","801","bmo","0.60","0.59","-0.01","-1.67%","2.19%",""
"WLTW","Willis Towers W...","21,395","bmo","1.48","1.45","-0.03","-2.03%","-1.09%",""
"TTOO","T2 Biosystems,...","148","amc","-0.49","-0.50","-0.01","-2.04%","15.50%",""
"JCOM","J2 Global, Inc....","3,646","amc","1.36","1.33","-0.03","-2.21%","-7.29%",""
"MSA","Msa Safety Inco...","3,061","amc","0.87","0.85","-0.02","-2.30%","-6.31%",""
"OEC","Orion Engineere...","1,367","amc","0.42","0.41","-0.01","-2.38%","4.91%",""
"IMMR","Immersion Corpo...","246","amc","-0.36","-0.37","-0.01","-2.78%","-18.00%",""
"ACLS","Axcelis Technol...","968","amc","0.34","0.33","-0.01","-2.94%","-2.90%",""
"BCE","Bce, Inc.","42,695","bmo","0.67","0.65","-0.02","-2.99%","-0.97%",""
"CBPX","Continental Bui...","1,020","amc","0.33","0.32","-0.01","-3.03%","8.39%",""
"POST","Post Holdings,...","5,709","amc","0.65","0.63","-0.02","-3.08%","2.88%",""
"PRFT","Perficient, Inc...","707","bmo","0.30","0.29","-0.01","-3.33%","-7.60%",""
"EPAM","Epam Systems, I...","4,777","bmo","0.83","0.80","-0.03","-3.61%","-3.10%",""
"BLL","Ball Corporatio...","14,768","bmo","0.55","0.53","-0.02","-3.64%","-3.03%",""
"GCP","Gcp Applied Tec...","2,091","bmo","0.24","0.23","-0.01","-4.17%","0.50%",""
"ED","Consolidated Ed...","25,889","amc","0.61","0.58","-0.03","-4.92%","-0.38%",""
"GCI","Gannett Co., In...","1,071","bmo","0.19","0.18","-0.01","-5.26%","-1.42%",""
"MDWD","Mediwound Ltd.","132","bmo","-0.19","-0.20","-0.01","-5.26%","-5.80%",""
"LFGR","Leaf Group Ltd....","151","amc","-0.35","-0.37","-0.02","-5.71%","1.33%",""
"SHLX","Shell Midstream...","5,051","bmo","0.31","0.29","-0.02","-6.45%","-0.82%",""
"CPSI","Computer Progra...","424","amc","0.46","0.43","-0.03","-6.52%","5.12%",""
"IDA","Idacorp, Inc.","4,565","bmo","1.06","0.99","-0.07","-6.60%","-0.03%",""
"AAON","Aaon, Inc.","1,775","bmo","0.28","0.26","-0.02","-7.14%","-0.15%",""
"PWR","Quanta Services...","5,662","bmo","0.54","0.50","-0.04","-7.41%","4.32%",""
"MGPI","Mgp Ingredients...","1,062","bmo","0.40","0.37","-0.03","-7.50%","2.71%",""
"COMM","Commscope Holdi...","6,112","bmo","0.65","0.60","-0.05","-7.69%","-9.73%",""
"HE","Hawaiian Electr...","3,796","--","0.39","0.36","-0.03","-7.69%","--",""
"XENE","Xenon Pharmaceu...","58","amc","-0.38","-0.41","-0.03","-7.89%","-6.25%",""
"BIO","Bio-rad Laborat...","6,489","amc","0.63","0.58","-0.05","-7.94%","-6.18%",""
"BMCH","Bmc Stock Holdi...","1,366","bmo","0.37","0.34","-0.03","-8.11%","-6.71%",""
"TEVA","Teva Pharmaceut...","14,976","bmo","1.11","1.02","-0.09","-8.11%","-24.00%",""
"ENTL","Entellus Medica...","477","amc","-0.34","-0.37","-0.03","-8.82%","-2.20%",""
"EPD","Enterprise Prod...","56,153","bmo","0.33","0.30","-0.03","-9.09%","-1.47%",""
